isin,Symbol,market,Name,Sector,Industry,IndustryCode
US88160R1014,TSLA,S&P500,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,
US88160R1014,TSLA,NASDAQ,Tesla Inc,,자동차 및 자동차 부품,531010
US0090661010,ABNB,NASDAQ,Airbnb Inc Class A,,소프트웨어 및 IT서비스,572010
US1667641005,CVX,S&P500,Chevron Corporation,Energy,Integrated Oil & Gas,
US1667641005,CVX,NYSE,Chevron Corp,,오일 및 가스,501020
US5533681012,MP,NYSE,MP Materials Corp Class A,,메탈&마이닝,512010
CA9237251058,VET,NYSE,Vermilion Energy Inc,,오일 및 가스,501020
US6745991058,OXY,S&P500,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,
US6745991058,OXY,NYSE,Occidental Petroleum Corp,,오일 및 가스,501020
US6745991058,OPC,HOSE,OPC Pharmaceutical JSC,,제약,562010
US69047Q1022,OVV,NYSE,Ovintiv Inc,,오일 및 가스,501020
CA6744822033,OBE,AMEX,Obsidian Energy Ltd,,오일 및 가스,501020
US78454L1008,SM,NYSE,SM Energy Co,,오일 및 가스,501020
US25179M1036,DVN,S&P500,Devon Energy,Energy,Oil & Gas Exploration & Production,
US25179M1036,DVN,NYSE,Devon Energy Corp,,오일 및 가스,501020
CA15135U1093,CVE,NYSE,Cenovus Energy Inc,,오일 및 가스,501020
US00724F1012,ADBE,S&P500,Adobe Inc.,Information Technology,Application Software,
US00724F1012,ADBE,NASDAQ,Adobe Inc,,소프트웨어 및 IT서비스,572010
USN070592100,ASML,NASDAQ,ASML Holding NV ADR,,반도체 및 반도체 장비,571010
US30231G1022,XOM,S&P500,ExxonMobil,Energy,Integrated Oil & Gas,
US30231G1022,XOM,NYSE,Exxon Mobil Corp,,오일 및 가스,501020
US0079031078,AMD,S&P500,AMD,Information Technology,Semiconductors,
US0079031078,AMD,NASDAQ,Advanced Micro Devices Inc,,반도체 및 반도체 장비,571010
US0079031078,AMD,HOSE,FLC Stone Mining and Investment JSC,,다양한 산업재 도매업,522020
CA13321L1085,CCO,NYSE,Clear Channel Outdoor Holdings Inc,,미디어 및 출판,533020
CA13321L1085,CCJ,NYSE,Cameco Corp,,우라늄,503010
US03837C1062,APYX,NASDAQ,Apyx Medical Corp,,헬스케어 장비 및 용품,561010
US42227W1080,HCTI,NASDAQ,Healthcare Triangle Inc,,소프트웨어 및 IT서비스,572010
US35804X1019,VINE,AMEX,Fresh Vine Wine Inc,,음료,541010
US7574681034,RDHL,NASDAQ,Redhill Biopharma Ltd ADR,,제약,562010
IL0011715781,IINN,NASDAQ,Inspira Technologies Oxy BHN Ltd,,헬스케어 장비 및 용품,561010
US88032L2097,TENX,NASDAQ,Tenax Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
KYG3R33A1063,EBON,NASDAQ,Ebang International Holdings Inc Class A,,"컴퓨터, 전화 및 가전제품",571060
US7615256093,REV,NYSE,Revlon Inc Class A,,"개인, 가정 용품 및 서비스",542010
US85572U1025,STRY,NYSE,Starry Group Holdings Inc Class A,,통신 서비스,574010
US48208F1057,JUPW,NASDAQ,Jupiter Wellness Inc,,"개인, 가정 용품 및 서비스",542010
US92771A1016,VORB,NASDAQ,Virgin Orbit Holdings Inc,,우주항공 및 국방,521010
US8361001071,SOUN,NASDAQ,SoundHound AI Inc Class A,,소프트웨어 및 IT서비스,572010
US80706P1030,SRRK,NASDAQ,Scholar Rock Holding Corp,,생명과학 및 메디컬 리서치,562020
US20037C1080,CMRA,NASDAQ,Comera Life Sciences Holdings Inc,,생명과학 및 메디컬 리서치,562020
US7172241090,PHAS,NASDAQ,PhaseBio Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US03237H1014,AMLX,NASDAQ,Amylyx Pharmaceuticals Inc,,제약,562010
US7589321071,RGS,NYSE,Regis Corp,,"개인, 가정 용품 및 서비스",542010
US19240Q2012,COGT,NASDAQ,Cogent Biosciences Inc,,생명과학 및 메디컬 리서치,562020
US8293224031,MICS,NASDAQ,Singing Machine Company Inc,,"컴퓨터, 전화 및 가전제품",571060
US7091028008,PEI,NYSE,Pennsylvania Real Estate Investment Trust,,주택 및 상업용 리츠,601020
US8261651025,SIDU,NASDAQ,Sidus Space Inc Class A,,우주항공 및 국방,521010
US00973Y1082,AKRO,NASDAQ,Akero Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US03843E1047,AQST,NASDAQ,Aquestive Therapeutics Inc,,제약,562010
US10920G1004,BGXX,NASDAQ,Bright Green Corp,,제약,562010
US72703U1025,PLAG,AMEX,Planet Green Holdings Corp,,식품 및 담배,541020
US28531P1030,ECOR,NASDAQ,electroCore  Inc.,,헬스케어 장비 및 용품,561010
KYG9471C1078,EVTL,NYSE,Vertical Aerospace Ltd,,우주항공 및 국방,521010
US8902608624,TNXP,NASDAQ,Tonix Pharmaceuticals Holding Corp,,생명과학 및 메디컬 리서치,562020
US36117V1052,FTFT,NASDAQ,Future Fintech Group Inc,,핀테크,573010
US16679L1098,CHWY,NYSE,Chewy Inc Class A,,전문품 상점,534030
US92671V1061,VIEW,NASDAQ,View Inc Class A,,주택건설,532030
US05351X1019,AVYA,NYSE,Avaya Holdings Corp,,커뮤니케이션 및 네트워킹,571020
US45254U1016,IMRN,NASDAQ,Immuron Ltd ADR,,제약,562010
US05581M4042,BTCS,NASDAQ,BTCS Inc,,전문 및 상업 서비스,522030
US05581M4042,BIC,HOSE,BIDV Insurance Corp,,보험,553010
US72703X1063,PL,NYSE,Planet Labs PBC Class A,,우주항공 및 국방,521010
US92244V1044,VAXX,NASDAQ,Vaxxinity Inc Class A,,생명과학 및 메디컬 리서치,562020
US35803L1089,FREQ,NASDAQ,Frequency Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US0906831039,BTMD,NASDAQ,biote Corp Class A,,전문 및 상업 서비스,522030
US0077441055,AERC,NASDAQ,AeroClean Technologies Inc,,전문 및 상업 서비스,522030
US34417J1043,FCUV,NASDAQ,Focus Universal Inc,,소프트웨어 및 IT서비스,572010
US00430H1023,AXDX,NASDAQ,Accelerate Diagnostics Inc,,헬스케어 장비 및 용품,561010
US40434H2031,HTGM,NASDAQ,HTG Molecular Diagnostics Inc,,헬스케어 장비 및 용품,561010
KYG989A61029,TOP,NASDAQ,TOP Financial Group Ltd,,투자은행 및 서비스,551020
CA92838F1018,VEDU,NASDAQ,Visionary Education Technology Holdings Group Inc,,부동산 운영 관리,601010
US8172252046,AIHS,NASDAQ,Senmiao Technology Ltd,,전문품 상점,534030
US46267X1081,IQ,NASDAQ,iQIYI Inc ADR Class A,,소프트웨어 및 IT서비스,572010
US55616P1049,M,NYSE,Macy's Inc,,다양한 소매업,534020
KYG651631007,JOBY,NYSE,Joby Aviation Inc Class A,,우주항공 및 국방,521010
US69353Y1038,PMVP,NASDAQ,PMV Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US0167441049,ALLR,NASDAQ,Allarity Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
KYG394622081,GMVD,NASDAQ,G Medical Innovations Holdings Ltd,,헬스케어 장비 및 용품,561010
VGG5851A1093,LYT,NASDAQ,Lytus Technologies Holdings Ptv Ltd,,소프트웨어 및 IT서비스,572010
US33749P1012,3660,TSE,Istyle Inc,,다양한 소매업,534020
US87151X1019,SYM,NASDAQ,Symbotic Inc Class A,,"건설장비 및 대형차, 기차, 배",521020
CA88340B1094,VERY,NASDAQ,Vericity Inc,,보험,553010
CA88340B1094,VGFC,NASDAQ,Very Good Food Company Inc,,식품 및 담배,541020
US74915J2069,QTT,NASDAQ,Qutoutiao Inc ADR,,소프트웨어 및 IT서비스,572010
US08773T1043,BTTX,NASDAQ,Better Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US05552Q2021,BIMI,NASDAQ,Bimi International Medical Inc,,제약,562010
US41150T1088,HCDI,NASDAQ,Harbor Custom Development Inc,,부동산 운영 관리,601010
US04523Y1055,ASPN,NYSE,Aspen Aerogels Inc,,주택건설,532030
US74319F1075,BIOR,NASDAQ,Biora Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US75955K1025,MARK,NASDAQ,Remark Holdings Inc,,소프트웨어 및 IT서비스,572010
US76135L1017,REVB,NASDAQ,Revelation Biosciences Inc,,생명과학 및 메디컬 리서치,562020
US00437E1029,ACCD,NASDAQ,Accolade Inc,,헬스케어 업체 및 서비스,561020
US34629L1035,FRGE,NYSE,Forge Global Holdings Inc,,핀테크,573010
KYG4013A1076,GSUN,NASDAQ,Golden Sun Education Group Ltd Class A,,교육서비스,631010
US71910P2039,PEV,NASDAQ,Phoenix Motor Inc,,자동차 및 자동차 부품,531010
SG9999014716,WVE,NASDAQ,WAVE Life Sciences Ltd,,생명과학 및 메디컬 리서치,562020
US54975P1021,LU,NYSE,Lufax Holding Ltd ADR,,핀테크,573010
US04746L1044,ATHA,NASDAQ,Athira Pharma Inc,,생명과학 및 메디컬 리서치,562020
US6993743029,PRTK,NASDAQ,Paratek Pharmaceuticals Inc,,제약,562010
JE00BLG2ZQ72,QTNT,NASDAQ,Quotient Ltd,,제약,562010
US74019P1084,DTIL,NASDAQ,Precision BioSciences Inc,,생명과학 및 메디컬 리서치,562020
US90137F1030,XXII,NASDAQ,22nd Century Group Inc,,식품 및 담배,541020
US90137F1030,XXII,AMEX,22nd Century Group Inc,,전문 및 상업 서비스,522030
US14713L1026,CASA,NASDAQ,Casa Systems Inc,,커뮤니케이션 및 네트워킹,571020
US16941T1043,CPHI,AMEX,China Pharma Holdings Inc,,제약,562010
US2498451085,DRMA,NASDAQ,Dermata Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US75082Q1058,RAIN,NASDAQ,Rain Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US45257U1088,IMNM,NASDAQ,Immunome Inc,,생명과학 및 메디컬 리서치,562020
US09610B1089,BWV,NASDAQ,Blue Water Vaccines Inc,,제약,562010
US16948W2098,GGE,NASDAQ,Green Giant Inc,,부동산 운영 관리,601010
US44170P1066,HOUR,NASDAQ,Hour Loop Inc,,다양한 소매업,534020
US2700871096,EAR,NASDAQ,Eargo Inc,,헬스케어 장비 및 용품,561010
US83193E1029,EM,NASDAQ,Smart Share Global Ltd ADR,,"컴퓨터, 전화 및 가전제품",571060
US35655L1070,FRLN,NASDAQ,Freeline Therapeutics Holdings PLC ADR,,생명과학 및 메디컬 리서치,562020
SGXZ53262598,EQOS,NASDAQ,Eqonex Ltd,,핀테크,573010
US3724461047,GNPX,NASDAQ,Genprex Inc,,생명과학 및 메디컬 리서치,562020
US24345A5074,DPSI,AMEX,DecisionPoint Systems Inc,,전문품 상점,534030
US89689F3055,TRKA,NASDAQ,Troika Media Group Inc,,미디어 및 출판,533020
US22529Y3099,CELZ,NASDAQ,Creative Medical Technology Holdings Inc,,생명과학 및 메디컬 리서치,562020
US02155H2004,ALT,NASDAQ,Altimmune Inc,,생명과학 및 메디컬 리서치,562020
US84862C2035,SBEV,AMEX,Splash Beverage Group Inc,,음료,541010
US68622E1047,BARK,NYSE,Bark Inc Class A,,전문품 상점,534030
US8728852075,TSRI,NASDAQ,TSR Inc,,소프트웨어 및 IT서비스,572010
US44183U2096,HUSA,AMEX,Houston American Energy Corp,,오일 및 가스,501020
US2935941078,ENVX,NASDAQ,Enovix Corp,,"건설장비 및 대형차, 기차, 배",521020
CA28474P2017,ELBM,NASDAQ,Electra Battery Materials Corp,,메탈&마이닝,512010
US2214132068,COSM,NASDAQ,Cosmos Holdings Inc,,제약,562010
US7665596034,RIGL,NASDAQ,Rigel Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US1347481020,CAN,NASDAQ,Canaan Inc ADR,,"컴퓨터, 전화 및 가전제품",571060
US53934A1152,LXEH,NASDAQ,Lixiang Education Holding Co Ltd ADR,,학교,631020
US83542D1028,SOND,NASDAQ,Sonder Holdings Inc Class A,,호텔 및 엔터테인먼트,533010
US2787001096,EBET,NASDAQ,Ebet Inc,,호텔 및 엔터테인먼트,533010
US8900232039,TOMZ,NASDAQ,TOMI Environmental Solutions Inc,,전문 및 상업 서비스,522030
US90364P1057,PATH,NYSE,UiPath Inc Class A,,소프트웨어 및 IT서비스,572010
US83587F2020,SRNE,NASDAQ,Sorrento Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US00091E1091,ABSI,NASDAQ,Absci Corp,,생명과학 및 메디컬 리서치,562020
US0980703039,BBLG,NASDAQ,Bone Biologics Corp,,헬스케어 장비 및 용품,561010
US86184W1062,STON,NYSE,Stonemor Inc,,"개인, 가정 용품 및 서비스",542010
US83558L2043,SNOA,NASDAQ,Sonoma Pharmaceuticals Inc,,제약,562010
NL0015000PB5,ZGN,NYSE,Ermenegildo Zegna NV,,섬유 및 의류,532020
US2270461096,CROX,NASDAQ,Crocs Inc,,섬유 및 의류,532020
US89532M1018,TRVI,NASDAQ,Trevi Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US84833T1034,SPRO,NASDAQ,Spero Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US67092M2089,NTRB,NASDAQ,Nutriband Inc,,헬스케어 장비 및 용품,561010
US9118053076,USEG,NASDAQ,US Energy Corp,,오일 및 가스,501020
US09075X1081,BDSX,NASDAQ,Biodesix Inc,,헬스케어 업체 및 서비스,561020
US82935V2088,SGLY,NASDAQ,Singularity Future Technology Ltd,,핀테크,573010
US55279B2025,MEIP,NASDAQ,MEI Pharma Inc,,생명과학 및 메디컬 리서치,562020
CA66510M2040,NAK,AMEX,Northern Dynasty Minerals Ltd,,메탈&마이닝,512010
US8730483000,IDAI,NASDAQ,T Stamp Inc Class A,,소프트웨어 및 IT서비스,572010
US45249V1070,IMRA,NASDAQ,Imara Inc,,생명과학 및 메디컬 리서치,562020
KYG7415M1244,RCON,NASDAQ,Recon Technology Ltd Class A,,오일 및 가스 장비 및 서비스,501030
US04683R1068,AVIR,NASDAQ,Atea Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US87200P1093,SST,NYSE,System1 Inc Class A,,소프트웨어 및 IT서비스,572010
US04537Y1091,AWH,NASDAQ,Aspira Women's Health Inc,,생명과학 및 메디컬 리서치,562020
CH0048265513,RIG,NYSE,Transocean Ltd,,오일 및 가스 장비 및 서비스,501030
MHY673051212,PSHG,NASDAQ,Performance Shipping Inc,,화물 및 물류 서비스,524050
US6551871022,ACON,NASDAQ,Aclarion Inc,,생명과학 및 메디컬 리서치,562020
US83085C1071,SKYH,AMEX,Sky Harbour Group Corp Class A,,운송 인프라,524070
US92337C1045,VSTM,NASDAQ,Verastem Inc,,생명과학 및 메디컬 리서치,562020
US52886N4060,LEXX,NASDAQ,Lexaria Bioscience Corp,,제약,562010
US3073591097,FFIE,NASDAQ,Faraday Future Intelligent Electric Inc,,자동차 및 자동차 부품,531010
US49720K1016,KTRA,NASDAQ,Kintara Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US74587B1017,PLSE,NASDAQ,Pulse Biosciences Inc,,헬스케어 장비 및 용품,561010
US92915B1061,VYGR,NASDAQ,Voyager Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US45168K4058,IDRA,NASDAQ,Idera Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US25445D1019,DDL,NYSE,Dingdong (Cayman) Ltd ADR,,소프트웨어 및 IT서비스,572010
US9168961038,UEC,AMEX,Uranium Energy Corp,,우라늄,503010
US29268T4094,EFOI,NASDAQ,Energy Focus Inc,,주택건설,532030
US74365A3095,PLX,AMEX,Protalix Biotherapeutics Inc,,생명과학 및 메디컬 리서치,562020
US74365A3095,PLX,HOSE,Vietnam National Petroleum Group,,오일 및 가스,501020
US85209E1091,SPRB,NASDAQ,Spruce Biosciences Inc,,생명과학 및 메디컬 리서치,562020
US8964383066,TRIB,NASDAQ,Trinity Biotech PLC ADR Class A,,헬스케어 장비 및 용품,561010
US31187R1005,FSRD,NASDAQ,Fast Radius Inc Class A,,소프트웨어 및 IT서비스,572010
US8454671095,SWN,NYSE,Southwestern Energy Co,,오일 및 가스,501020
US6402681083,NKTR,NASDAQ,Nektar Therapeutics,,제약,562010
AU0000198582,CENN,NASDAQ,Cenntro Electric Group Ltd,,자동차 및 자동차 부품,531010
NL0015000TA9,ALLG,NYSE,Allego NV,,"건설장비 및 대형차, 기차, 배",521020
US55234L1052,LYRA,NASDAQ,Lyra Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US03837J1016,AQMS,NASDAQ,Aqua Metals Inc,,메탈&마이닝,512010
CA98980M1095,ZOM,AMEX,Zomedica Corp,,생명과학 및 메디컬 리서치,562020
US04965G1094,BCEL,NASDAQ,Atreca Inc Class A,,생명과학 및 메디컬 리서치,562020
IL0011475949,RVSN,NASDAQ,Rail Vision Ltd,,전자 장비 및 부품,571040
LU2360697374,FREY,NYSE,FREYR Battery SA,,"건설장비 및 대형차, 기차, 배",521020
US92864V1035,VLCN,NASDAQ,Volcon Inc,,자동차 및 자동차 부품,531010
US02079K3059,GOOGL,S&P500,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,
US02079K3059,GOOGL,NASDAQ,Alphabet Inc Class A,,소프트웨어 및 IT서비스,572010
US8552441094,SBUX,S&P500,Starbucks,Consumer Discretionary,Restaurants,
US8552441094,SBUX,NASDAQ,Starbucks Corp,,호텔 및 엔터테인먼트,533010
US8552441094,4337,TSE,Pia Corp,,호텔 및 엔터테인먼트,533010
US7134481081,PEP,S&P500,PepsiCo,Consumer Staples,Soft Drinks,
US7134481081,PEP,NASDAQ,PepsiCo Inc,,음료,541010
US7475251036,QCOM,S&P500,Qualcomm,Information Technology,Semiconductors,
US7475251036,QCOM,NASDAQ,Qualcomm Inc,,반도체 및 반도체 장비,571010
US7427181091,PG,S&P500,Procter & Gamble,Consumer Staples,Personal Products,
US7427181091,PG,NYSE,Procter & Gamble Co,,"개인, 가정 용품 및 서비스",542010
US7427181091,PRG,NYSE,PROG Holdings Inc,,"개인, 가정 용품 및 서비스",542010
US1912161007,KO,S&P500,The Coca-Cola Company,Consumer Staples,Soft Drinks,
US1912161007,KO,NYSE,Coca-Cola Co,,음료,541010
US0394831020,ADM,S&P500,ADM,Consumer Staples,Agricultural Products,
US0394831020,ADM,NYSE,Archer-Daniels-Midland Co,,식품 및 담배,541020
US0970231058,BA,S&P500,Boeing,Industrials,Aerospace & Defense,
US0970231058,BA,NYSE,Boeing Co,,우주항공 및 국방,521010
US0970231058,BCO,NYSE,Brinks Co,,전문 및 상업 서비스,522030
US0970231058,BOE,NYSE,BlackRock Enhanced Global Dividend Closed End Fund,,다양한 금융서비스,555010
US11135F1012,AVGO,S&P500,Broadcom Inc.,Information Technology,Semiconductors,
US11135F1012,AVGO,NASDAQ,Broadcom Inc,,반도체 및 반도체 장비,571010
US30303M1027,META,S&P500,Meta Platforms,Communication Services,Interactive Media & Services,
US30303M1027,META,NASDAQ,Meta Platforms Inc Class A,,소프트웨어 및 IT서비스,572010
IL0065100930,ZIM,NYSE,ZIM Integrated Shipping Services Ltd,,화물 및 물류 서비스,524050
US6541061031,NKE,S&P500,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",
US6541061031,NKE,NYSE,Nike Inc Class B,,섬유 및 의류,532020
US4781601046,JNJ,S&P500,Johnson & Johnson,Health Care,Pharmaceuticals,
US4781601046,JNJ,NYSE,Johnson & Johnson,,제약,562010
US91324P1021,UNH,S&P500,UnitedHealth Group,Health Care,Managed Health Care,
US91324P1021,UNH,NYSE,UnitedHealth Group Inc,,헬스케어 업체 및 서비스,561020
US0605051046,BAC,S&P500,Bank of America,Financials,Diversified Banks,
US0605051046,BAC,NYSE,Bank of America Corp,,은행,551010
US92343V1044,BAC,S&P500,Bank of America,Financials,Diversified Banks,
US92343V1044,BAC,NYSE,Bank of America Corp,,은행,551010
US0605051046,BOAC,NYSE,Bluescape Opportunities Acquisition Corp Class A,,기타 금융업,556010
US0028241000,ABT,S&P500,Abbott,Health Care,Health Care Equipment,
US0028241000,ABT,NYSE,Abbott Laboratories,,헬스케어 장비 및 용품,561010
US0028241000,ABT,HOSE,Bentre Aquaproduct Import and Export JSC,,식품 및 담배,541020
US92826C8394,V,S&P500,Visa Inc.,Information Technology,Data Processing & Outsourced Services,
US92826C8394,V,NYSE,Visa Inc Class A,,소프트웨어 및 IT서비스,572010
US88579Y1010,MMM,S&P500,3M,Industrials,Industrial Conglomerates,
US88579Y1010,MMM,NYSE,3M Co,,복합 기업,544010
US4370761029,HD,S&P500,The Home Depot,Consumer Discretionary,Home Improvement Retail,
US4370761029,HD,NYSE,Home Depot Inc,,전문품 상점,534030
US0846707026,BRKB,S&P500,Berkshire Hathaway,Financials,Multi-Sector Holdings,
US4581401001,INTC,S&P500,Intel,Information Technology,Semiconductors,
US4581401001,INTC,NASDAQ,Intel Corp,,반도체 및 반도체 장비,571010
US4581401001,4335,TSE,IPS Co Ltd,,소프트웨어 및 IT서비스,572010
US00287Y1091,ABBV,S&P500,AbbVie,Health Care,Pharmaceuticals,
US00287Y1091,ABBV,NYSE,Abbvie Inc,,제약,562010
US03027X1000,AMT,S&P500,American Tower,Real Estate,Specialized REITs,
US03027X1000,AMT,NYSE,American Tower Corp,,주택 및 상업용 리츠,601020
US0231351067,AMZN,S&P500,Amazon,Consumer Discretionary,Internet & Direct Marketing Retail,
US0231351067,AMZN,NASDAQ,Amazon.com Inc,,다양한 소매업,534020
US82837P4081,SI,NYSE,Silvergate Capital Corp Class A,,은행,551010
US06684L1035,BZUN,NASDAQ,Baozun Inc ADR,,소프트웨어 및 IT서비스,572010
US62914V1061,NIO,NYSE,NIO Inc ADR Class A,,자동차 및 자동차 부품,531010
US3453708600,F,S&P500,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,
US3453708600,F,NYSE,Ford Motor Co,,자동차 및 자동차 부품,531010
US3453708600,FN,NYSE,Fabrinet,,전자 장비 및 부품,571040
US3453708600,FORD,NASDAQ,Forward Industries Inc,,섬유 및 의류,532020
US69608A1088,PLTR,NYSE,Palantir Technologies Inc Class A,,소프트웨어 및 IT서비스,572010
US57055L1070,MRKR,NASDAQ,Marker Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US3825501014,GT,NASDAQ,Goodyear Tire & Rubber Co,,자동차 및 자동차 부품,531010
US3825501014,GTN,NYSE,Gray Television Inc,,미디어 및 출판,533020
KYG717001013,CPOP,NASDAQ,Pop Culture Group Co Ltd Class A,,호텔 및 엔터테인먼트,533010
US83067L1098,SKLZ,NYSE,Skillz Inc Class A,,소프트웨어 및 IT서비스,572010
US2372661015,DAR,NYSE,Darling Ingredients Inc,,식품 및 담배,541020
US01609W1027,BABA,NYSE,Alibaba Group Holding Ltd ADR,,소프트웨어 및 IT서비스,572010
US8740391003,TSM,NYSE,Taiwan Semiconductor Manufacturing Co Ltd ADR,,반도체 및 반도체 장비,571010
US35953D1046,FUBO,NYSE,Fubotv Inc,,소프트웨어 및 IT서비스,572010
US91332U1016,U,NYSE,Unity Software Inc,,소프트웨어 및 IT서비스,572010
US5178341070,LVS,S&P500,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,
US5178341070,LVS,NYSE,Las Vegas Sands Corp,,호텔 및 엔터테인먼트,533010
US56804T2050,MRIN,NASDAQ,Marin Software Inc,,소프트웨어 및 IT서비스,572010
KYG679271067,OST,NASDAQ,Ostin Technology Group Co Ltd,,전자 장비 및 부품,571040
US07160F2065,BXRX,NASDAQ,Baudax Bio Inc,,생명과학 및 메디컬 리서치,562020
NL0009805522,YNDX,NASDAQ,Yandex NV Class A,,소프트웨어 및 IT서비스,572010
US40619L1026,HOFV,NASDAQ,Hall of Fame Resort & Entertainment Co,,호텔 및 엔터테인먼트,533010
US87918A1051,TDOC,NYSE,Teladoc Health Inc,,헬스케어 업체 및 서비스,561020
US5951121038,MU,S&P500,Micron Technology,Information Technology,Semiconductors,
US5951121038,MU,NASDAQ,Micron Technology Inc,,반도체 및 반도체 장비,571010
US8522341036,SQ,NYSE,Block Inc Class A,,전문 및 상업 서비스,522030
US25400W1027,APPS,NASDAQ,Digital Turbine Inc,,소프트웨어 및 IT서비스,572010
US1729674242,C,S&P500,Citigroup,Financials,Diversified Banks,
US1729674242,C,NYSE,Citigroup Inc,,투자은행 및 서비스,551020
US04342Y1047,ASAN,NYSE,Asana Inc Class A,,소프트웨어 및 IT서비스,572010
US6700024010,NVAX,NASDAQ,Novavax Inc,,생명과학 및 메디컬 리서치,562020
US92766K1060,SPCE,NYSE,Virgin Galactic Holdings Inc Class A,,우주항공 및 국방,521010
US1420381089,CRBU,NASDAQ,Caribou Biosciences Inc,,생명과학 및 메디컬 리서치,562020
US74767V1098,QS,NYSE,Quantumscape Corp Class A,,자동차 및 자동차 부품,531010
CA25381D2068,DGHI,NASDAQ,Digihost Technology Inc,,핀테크,573010
US0536041041,AVPT,NASDAQ,AvePoint Inc Class A,,소프트웨어 및 IT서비스,572010
US74374T1097,PTRA,NASDAQ,Proterra Inc,,자동차 및 자동차 부품,531010
IL0011681371,NNOX,NASDAQ,Nano-X Imaging Ltd,,헬스케어 장비 및 용품,561010
US33813J1060,FSR,NYSE,Fisker Inc Class A,,자동차 및 자동차 부품,531010
US33813J1060,FIS,S&P500,FIS,Information Technology,Data Processing & Outsourced Services,
US33813J1060,FIS,NYSE,Fidelity National Information Services Inc,,핀테크,573010
CA83336J2083,LITM,NASDAQ,Snow Lake Resources Ltd,,메탈&마이닝,512010
US25809K1051,DASH,NYSE,DoorDash Inc Class A,,소프트웨어 및 IT서비스,572010
US6837121036,OPEN,NASDAQ,Opendoor Technologies Inc Class A,,부동산 운영 관리,601010
KYG825141032,IPOD,NYSE,Social Capital Hedosophia Holdings Corp. IV Class A,,기타 금융업,556010
US8334451098,SNOW,NYSE,Snowflake Inc. Class A,,소프트웨어 및 IT서비스,572010
US9837FR1002,XL,NYSE,XL Fleet Corp Class A,,자동차 및 자동차 부품,531010
BMG3728V1090,GAN,NASDAQ,Gan Ltd,,소프트웨어 및 IT서비스,572010
KYG8251L1059,IPOF,NYSE,Social Capital Hedosophia Holdings Corp VI Class A,,기타 금융업,556010
BMG6964L1072,PSFE,NYSE,Paysafe Ltd,,핀테크,573010
US60938K1060,ML,NYSE,MoneyLion Inc Class A,,핀테크,573010
IL0011754137,TBLA,NASDAQ,Taboola.com Ltd,,소프트웨어 및 IT서비스,572010
US4579191085,IHT,AMEX,InnSuites Hospitality Trust,,주택 및 상업용 리츠,601020
CA05223F1062,AUST,AMEX,Austin Gold Corp,,메탈&마이닝,512010
US4510332038,IBIO,AMEX,Ibio Inc,,제약,562010
US3743964062,GEVO,NASDAQ,Gevo Inc,,재생에너지,502010
CA0585861085,BLDP,NASDAQ,Ballard Power Systems Inc,,재생에너지,502010
CA0585861085,BLD,NYSE,TopBuild Corp,,건설 및 엔지니어링,522010
CA0202833053,AAU,AMEX,Almaden Minerals Ltd,,메탈&마이닝,512010
BMG9456A1009,GOL,NYSE,Gol Linhas Aereas Inteligentes SA ADR,,운송업,524060
BMG9456A1009,GLNG,NASDAQ,Golar LNG Ltd,,오일 및 가스 장비 및 서비스,501030
US00161P1093,ALF,NASDAQ,Alfi Inc,,소프트웨어 및 IT서비스,572010
US5927701012,MXC,AMEX,Mexco Energy Corp,,오일 및 가스,501020
US68559A1097,OIG,NASDAQ,Orbital Infrastructure Group Inc,,건설 및 엔지니어링,522010
US15130G6008,CETX,NASDAQ,Cemtrex Inc,,전문 및 상업 서비스,522030
US5160121019,LCI,NYSE,Lannett Company Inc,,제약,562010
US70532Y3036,PED,AMEX,PEDEVCO Corp,,오일 및 가스,501020
CA91688R1082,URG,AMEX,Ur-Energy Inc,,우라늄,503010
